iter	Accuracy	Logloss
883	0.919327006	0.2220130789
884	0.9194708082	0.2219887367
885	0.919327006	0.2218734338
886	0.919327006	0.2217664599
887	0.919327006	0.2216424873
888	0.9194708082	0.2215516381
889	0.9196146103	0.2213774194
890	0.9196146103	0.2212819593
891	0.9194708082	0.2212175381
892	0.9194708082	0.2211898878
893	0.9196146103	0.221109883
894	0.9196146103	0.221043331
895	0.9197584124	0.2209660519
896	0.9197584124	0.2208261551
897	0.9199022146	0.2206910463
898	0.9203336209	0.2205890026
899	0.9200460167	0.2205165967
900	0.9204774231	0.2204343868
901	0.9206212252	0.2203150632
902	0.9204774231	0.2201975185
903	0.9203336209	0.2201659233
904	0.9206212252	0.2200586404
905	0.9206212252	0.2199988003
906	0.9206212252	0.2198892935
907	0.9207650273	0.2197133761
908	0.9206212252	0.219616072
909	0.9207650273	0.2195463314
910	0.9210526316	0.2194461889
911	0.9211964337	0.2194165434
912	0.9213402358	0.2192423363
913	0.9211964337	0.2191438198
914	0.9211964337	0.2191008995
915	0.9211964337	0.2190596414
916	0.9211964337	0.2190120757
917	0.9211964337	0.2189699112
918	0.9211964337	0.2188344805
919	0.9211964337	0.2187343087
920	0.9210526316	0.2186305866
921	0.9211964337	0.218522912
922	0.9211964337	0.2184187952
923	0.9210526316	0.2182797501
924	0.9211964337	0.2182207775
925	0.9207650273	0.2181000898
926	0.9211964337	0.2179338885
927	0.9213402358	0.2178169118
928	0.9217716422	0.2176285332
929	0.9220592465	0.2175351556
930	0.9219154443	0.2174731639
931	0.9217716422	0.2173896758
932	0.9220592465	0.2173255676
933	0.9220592465	0.2172825366
934	0.9219154443	0.2171760904
935	0.922634455	0.2170442475
936	0.922634455	0.216843519
937	0.922634455	0.2167169671
938	0.922634455	0.2166209868
939	0.922634455	0.2165317022
940	0.922634455	0.2163910863
941	0.922634455	0.2163225132
942	0.9227782571	0.2162631334
943	0.9227782571	0.2162221077
944	0.9232096635	0.2160753856
945	0.9233534656	0.2159222422
946	0.9233534656	0.2158164505
947	0.9233534656	0.2156462838
948	0.9233534656	0.2155928353
949	0.923784872	0.215501663
950	0.9240724763	0.2154468951
951	0.9236410699	0.2153274562
952	0.923784872	0.2152172125
953	0.9239286741	0.2150637605
954	0.9239286741	0.2149525289
955	0.9240724763	0.2148882719
956	0.9239286741	0.2147853292
957	0.9240724763	0.2146756607
958	0.9245038827	0.214549006
959	0.9246476848	0.2143851403
960	0.9252228933	0.2142468014
961	0.9250790912	0.2141312066
962	0.924935289	0.2139925596
963	0.9247914869	0.2138620462
964	0.9247914869	0.2137606654
965	0.9250790912	0.2136996451
966	0.9250790912	0.2136666219
967	0.9247914869	0.2135494383
968	0.9245038827	0.2134369013
969	0.9247914869	0.213371808
970	0.924935289	0.2132606905
971	0.9247914869	0.2132159022
972	0.9246476848	0.2131153277
973	0.9246476848	0.2129861343
974	0.924935289	0.2128330734
975	0.9252228933	0.2127267966
976	0.9253666954	0.2126403181
977	0.9252228933	0.2126121793
978	0.9256542997	0.2124300041
979	0.9255104976	0.2122636858
980	0.9255104976	0.2121700222
981	0.9253666954	0.2120551836
982	0.9255104976	0.2118862171
983	0.9253666954	0.2117967416
984	0.9253666954	0.2117165617
985	0.9253666954	0.2116050537
986	0.9255104976	0.2115062499
987	0.9257981018	0.2113583776
988	0.9256542997	0.2112382374
989	0.9257981018	0.2111639664
990	0.9257981018	0.2111525194
991	0.9259419039	0.2111335487
992	0.9257981018	0.2110585695
993	0.9259419039	0.2109841576
994	0.9260857061	0.210856769
995	0.9257981018	0.2107629575
996	0.9262295082	0.2106760629
997	0.9262295082	0.2106051862
998	0.9262295082	0.2105346685
999	0.9263733103	0.2104227986
